ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Year,Month,Quarter,Month_Name,Quarter_Name,Year_Month,Region,Revenue,Estimated_Cost,Estimated_Profit,Estimated_Profit_Margin,SALES_CATEGORY
10417,45,100.0,5,5887.35,2005-05-13,Disputed,2,5,2005,Motorcycles,118,S10_2016,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,5,2,May,Q2,2005-05,EMEA,5887.35,3186.0,2701.3500000000004,45.88397156615456,Medium
10107,27,100.0,4,6065.55,2003-02-24,Shipped,1,2,2003,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,2003,2,1,February,Q1,2003-02,NA,6065.55,3126.6,2938.9500000000003,48.45314934342311,High
10120,46,100.0,2,9264.86,2003-04-29,Shipped,2,4,2003,Motorcycles,193,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Large,2003,4,2,April,Q2,2003-04,APAC,9264.86,5326.8,3938.0600000000004,42.50533737153071,High
10134,31,100.0,4,7023.98,2003-07-01,Shipped,3,7,2003,Motorcycles,193,S10_4698,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,N/A,Paris,N/A,75508,France,EMEA,Da Cunha,Daniel,Large,2003,7,3,July,Q3,2003-07,EMEA,7023.98,3589.7999999999997,3434.18,48.892223497219526,High
10145,33,100.0,8,5176.38,2003-08-25,Shipped,3,8,2003,Motorcycles,193,S10_4698,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2003,8,3,August,Q3,2003-08,NA,5176.38,3821.3999999999996,1354.9800000000005,26.176208083641473,Medium
10159,22,100.0,16,4132.7,2003-10-10,Shipped,4,10,2003,Motorcycles,193,S10_4698,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Medium,2003,10,4,October,Q4,2003-10,NA,4132.7,2547.6,1585.1,38.35507053500133,Medium
10168,20,100.0,3,4183.0,2003-10-28,Shipped,4,10,2003,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2003,10,4,October,Q4,2003-10,NA,4183.0,2316.0,1867.0,44.63303848912264,Medium
10180,41,100.0,11,8892.9,2003-11-11,Shipped,4,11,2003,Motorcycles,193,S10_4698,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",N/A,Lille,N/A,59000,France,EMEA,Rance,Martine,Large,2003,11,4,November,Q4,2003-11,EMEA,8892.9,4747.8,4145.099999999999,46.61134163208852,High
10188,45,100.0,3,8714.7,2003-11-18,Shipped,4,11,2003,Motorcycles,193,S10_4698,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,EMEA,Oeztan,Veysel,Large,2003,11,4,November,Q4,2003-11,EMEA,8714.7,5211.0,3503.7000000000007,40.20448208199939,High
10201,49,100.0,4,8065.89,2003-12-01,Shipped,4,12,2003,Motorcycles,193,S10_4698,Mini Wheels Co.,6505555787,5557 North Pendale Street,N/A,San Francisco,CA,N/A,USA,NA,Murphy,Julie,Large,2003,12,4,December,Q4,2003-12,NA,8065.89,5674.2,2391.6900000000005,29.65190450154912,High
10210,34,100.0,1,6123.4,2004-01-12,Shipped,1,1,2004,Motorcycles,193,S10_4698,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",N/A,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,2004,1,1,January,Q1,2004-01,Japan,6123.4,3937.2,2186.2,35.7023875624653,High
10223,49,100.0,3,9774.03,2004-02-20,Shipped,1,2,2004,Motorcycles,193,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Large,2004,2,1,February,Q1,2004-02,APAC,9774.03,5674.2,4099.830000000001,41.94615731688977,High
10237,39,100.0,9,7023.9,2004-04-05,Shipped,2,4,2004,Motorcycles,193,S10_4698,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Large,2004,4,2,April,Q2,2004-04,NA,7023.9,4516.2,2507.7,35.7023875624653,High
10251,43,100.0,4,7078.23,2004-05-18,Shipped,2,5,2004,Motorcycles,193,S10_4698,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,N/A,Newark,NJ,94019,USA,NA,Brown,William,Large,2004,5,2,May,Q2,2004-05,NA,7078.23,4979.4,2098.83,29.651904501549115,High
10263,41,100.0,4,8336.94,2004-06-28,Shipped,2,6,2004,Motorcycles,193,S10_4698,Gift Depot Inc.,2035552570,25593 South Bay Ln.,N/A,Bridgewater,CT,97562,USA,NA,King,Julie,Large,2004,6,2,June,Q2,2004-06,NA,8336.94,4747.8,3589.1400000000003,43.05104750663913,High
10275,36,100.0,3,6901.92,2004-07-23,Shipped,3,7,2004,Motorcycles,193,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",N/A,Nantes,N/A,44000,France,EMEA,Labrune,Janine,Medium,2004,7,3,July,Q3,2004-07,EMEA,6901.92,4168.8,2733.12,39.59941581472981,High
10285,27,100.0,8,5438.07,2004-08-27,Shipped,3,8,2004,Motorcycles,193,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,N/A,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,2004,8,3,August,Q3,2004-08,NA,5438.07,3126.6,2311.47,42.50533737153071,Medium
10299,29,100.0,11,6683.34,2004-09-30,Shipped,3,9,2004,Motorcycles,193,S10_4698,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,EMEA,Karttunen,Matti,Medium,2004,9,3,September,Q3,2004-09,EMEA,6683.34,3358.2,3325.1400000000003,49.752668575891704,High
10308,20,100.0,1,4570.4,2004-10-15,Shipped,4,10,2004,Motorcycles,193,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,N/A,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,2004,10,4,October,Q4,2004-10,NA,4570.4,2316.0,2254.3999999999996,49.32609837213373,Medium
10318,37,100.0,3,7667.14,2004-11-02,Shipped,4,11,2004,Motorcycles,193,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Large,2004,11,4,November,Q4,2004-11,NA,7667.14,4284.599999999999,3382.540000000001,44.11736318888139,High
10329,26,100.0,3,5868.2,2004-11-15,Shipped,4,11,2004,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,2004,11,4,November,Q4,2004-11,NA,5868.2,3010.7999999999997,2857.4,48.692955250332304,Medium
10339,39,76.67,3,2990.13,2004-11-23,Shipped,4,11,2004,Motorcycles,193,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11,4,November,Q4,2004-11,Japan,2990.13,4516.2,-1526.0699999999997,-51.03691143863309,Low
10362,22,100.0,4,3664.1,2005-01-05,Shipped,1,1,2005,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2005,1,1,January,Q1,2005-01,NA,3664.1,2547.6,1116.5,30.47132993095167,Medium
10374,22,100.0,1,3834.38,2005-02-02,Shipped,1,2,2005,Motorcycles,193,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,N/A,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,2005,2,1,February,Q1,2005-02,APAC,3834.38,2547.6,1286.7800000000002,33.559010843995644,Medium
10388,21,86.77,7,1822.17,2005-03-03,Shipped,1,3,2005,Motorcycles,193,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2005,3,1,March,Q1,2005-03,NA,1822.17,2431.7999999999997,-609.6299999999997,-33.456263685605606,Low
10403,66,100.0,9,11886.6,2005-04-08,Shipped,2,4,2005,Motorcycles,193,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,2005,4,2,April,Q2,2005-04,EMEA,11886.6,7642.799999999999,4243.800000000001,35.702387562465304,High
10417,56,100.0,4,9218.16,2005-05-13,Disputed,2,5,2005,Motorcycles,193,S10_4698,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Large,2005,5,2,May,Q2,2005-05,EMEA,9218.16,6484.8,2733.3599999999997,29.651904501549115,High
10105,50,100.0,2,7208.0,2003-02-11,Shipped,1,2,2003,Classic Cars,136,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,N/A,Kobenhavn,N/A,1734,Denmark,EMEA,Petersen,Jytte,Large,2003,2,1,February,Q1,2003-02,EMEA,7208.0,4080.0,3128.0,43.39622641509434,High
10119,46,100.0,11,5004.8,2003-04-28,Shipped,2,4,2003,Classic Cars,136,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,EMEA,Pipps,Georg,Medium,2003,4,2,April,Q2,2003-04,EMEA,5004.8,3753.6,1251.2000000000003,25.000000000000007,Medium
10129,33,100.0,2,4398.24,2003-06-12,Shipped,2,6,2003,Classic Cars,136,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,6,2,June,Q2,2003-06,EMEA,4398.24,2692.7999999999997,1705.44,38.775510204081634,Medium
10143,49,100.0,15,5597.76,2003-08-10,Shipped,3,8,2003,Classic Cars,136,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,N/A,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,2003,8,3,August,Q3,2003-08,NA,5597.76,3998.3999999999996,1599.3600000000006,28.57142857142858,Medium
10155,32,100.0,13,4526.08,2003-10-06,Shipped,4,10,2003,Classic Cars,136,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,N/A,Helsinki,N/A,21240,Finland,EMEA,Karttunen,Matti,Medium,2003,10,4,October,Q4,2003-10,EMEA,4526.08,2611.2,1914.88,42.307692307692314,Medium
10167,44,100.0,9,5924.16,2003-10-23,Cancelled,4,10,2003,Classic Cars,136,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2003,10,4,October,Q4,2003-10,EMEA,5924.16,3590.4,2333.7599999999998,39.39393939393939,Medium
10178,24,100.0,12,3492.48,2003-11-08,Shipped,4,11,2003,Classic Cars,136,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,N/A,Toulouse,N/A,31000,France,EMEA,Roulet,Annette,Medium,2003,11,4,November,Q4,2003-11,EMEA,3492.48,1958.3999999999999,1534.0800000000002,43.925233644859816,Medium
10186,26,100.0,9,3854.24,2003-11-14,Shipped,4,11,2003,Classic Cars,136,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,N/A,London,N/A,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,2003,11,4,November,Q4,2003-11,EMEA,3854.24,2121.6,1732.6399999999999,44.95412844036697,Medium
10197,45,100.0,6,5324.4,2003-11-26,Shipped,4,11,2003,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",N/A,Barcelona,N/A,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2003,11,4,November,Q4,2003-11,EMEA,5324.4,3672.0,1652.3999999999996,31.034482758620683,Medium
10209,39,100.0,8,5197.92,2004-01-09,Shipped,1,1,2004,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,N/A,Los Angeles,CA,N/A,USA,NA,Chandler,Michael,Medium,2004,1,1,January,Q1,2004-01,NA,5197.92,3182.4,2015.52,38.775510204081634,Medium
10222,49,100.0,12,5997.6,2004-02-19,Shipped,1,2,2004,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,2004,2,1,February,Q1,2004-02,NA,5997.6,3998.3999999999996,1999.2000000000007,33.33333333333334,Medium
10248,20,100.0,3,2910.4,2004-05-07,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2004,5,2,May,Q2,2004-05,NA,2910.4,1632.0,1278.4,43.925233644859816,Low
10261,27,100.0,1,3378.24,2004-06-17,Shipped,2,6,2004,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,N/A,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,2004,6,2,June,Q2,2004-06,NA,3378.24,2203.2,1175.04,34.78260869565217,Medium
10273,30,100.0,4,3508.8,2004-07-21,Shipped,3,7,2004,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,N/A,Bruxelles,N/A,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,2004,7,3,July,Q3,2004-07,EMEA,3508.8,2448.0,1060.8000000000002,30.232558139534888,Medium
10283,25,100.0,6,2992.0,2004-08-20,Shipped,3,8,2004,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,N/A,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2004,8,3,August,Q3,2004-08,NA,2992.0,2040.0,952.0,31.818181818181817,Low
10295,24,100.0,1,3427.2,2004-09-10,Shipped,3,9,2004,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,N/A,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,2004,9,3,September,Q3,2004-09,NA,3427.2,1958.3999999999999,1468.8,42.85714285714286,Medium
10307,22,100.0,9,2692.8,2004-10-14,Shipped,4,10,2004,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,N/A,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,2004,10,4,October,Q4,2004-10,NA,2692.8,1795.2,897.6000000000001,33.333333333333336,Low
10316,33,100.0,17,4128.96,2004-11-01,Shipped,4,11,2004,Classic Cars,136,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,N/A,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,11,4,November,Q4,2004-11,EMEA,4128.96,2692.7999999999997,1436.1600000000003,34.78260869565218,Medium
10325,47,64.93,6,3051.71,2004-11-05,Shipped,4,11,2004,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,N/A,Stavern,N/A,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2004,11,4,November,Q4,2004-11,EMEA,3051.71,3835.2,-783.4899999999998,-25.673802556599405,Medium
10337,25,48.05,8,1201.25,2004-11-21,Shipped,4,11,2004,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,2004,11,4,November,Q4,2004-11,NA,1201.25,2040.0,-838.75,-69.82310093652445,Low
10350,26,75.47,5,1962.22,2004-12-02,Shipped,4,12,2004,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2004,12,4,December,Q4,2004-12,EMEA,1962.22,2121.6,-159.37999999999988,-8.122432754736977,Low
10359,48,54.68,6,2624.64,2004-12-15,Shipped,4,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Small,2004,12,4,December,Q4,2004-12,EMEA,2624.64,3916.7999999999997,-1292.1599999999999,-49.23189465983906,Low
10373,39,100.0,3,4046.25,2005-01-31,Shipped,1,1,2005,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,N/A,Oulu,N/A,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,2005,1,1,January,Q1,2005-01,EMEA,4046.25,3182.4,863.8499999999999,21.349397590361445,Medium
10384,34,100.0,4,4846.7,2005-02-23,Shipped,1,2,2005,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Medium,2005,2,1,February,Q1,2005-02,NA,4846.7,2774.4,2072.2999999999997,42.75692739389687,Medium
10395,32,100.0,2,3370.56,2005-03-17,Shipped,1,3,2005,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,N/A,Paris,N/A,75508,France,EMEA,Da Cunha,Daniel,Medium,2005,3,1,March,Q1,2005-03,EMEA,3370.56,2611.2,759.3600000000001,22.529193961834242,Medium
10400,64,100.0,9,9661.44,2005-04-01,Shipped,2,4,2005,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Large,2005,4,2,April,Q2,2005-04,NA,9661.44,5222.4,4439.040000000001,45.94594594594595,High
10414,19,100.0,3,2764.88,2005-05-06,On Hold,2,5,2005,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,N/A,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,2005,5,2,May,Q2,2005-05,NA,2764.88,1550.3999999999999,1214.4800000000002,43.925233644859816,Low
10103,42,100.0,4,5398.26,2003-01-29,Shipped,1,1,2003,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,N/A,Stavern,N/A,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1,1,January,Q1,2003-01,EMEA,5398.26,3704.3999999999996,1693.8600000000006,31.37788843071657,Medium
10114,31,100.0,8,4305.28,2003-04-01,Shipped,2,4,2003,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",N/A,Paris,N/A,75012,France,EMEA,Bertrand,Marie,Medium,2003,4,2,April,Q2,2003-04,EMEA,4305.28,2734.2,1571.08,36.49193548387097,Medium
10126,22,100.0,4,3347.74,2003-05-28,Shipped,2,5,2003,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",N/A,Madrid,N/A,28023,Spain,EMEA,Sommer,Mart¡n,Medium,2003,5,2,May,Q2,2003-05,EMEA,3347.74,1940.3999999999999,1407.34,42.038509561674445,Medium
10140,26,100.0,4,3188.12,2003-07-24,Shipped,3,7,2003,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2003,7,3,July,Q3,2003-07,NA,3188.12,2293.2,894.9200000000001,28.07046158864786,Medium
10150,20,100.0,1,3191.2,2003-09-19,Shipped,3,9,2003,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",N/A,Singapore,N/A,79903,Singapore,Japan,Natividad,Eric,Medium,2003,9,3,September,Q3,2003-09,Japan,3191.2,1764.0,1427.1999999999998,44.72298821759839,Medium
10164,21,100.0,2,3536.82,2003-10-21,Resolved,4,10,2003,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,N/A,Graz,N/A,8010,Austria,EMEA,Mendel,Roland,Medium,2003,10,4,October,Q4,2003-10,EMEA,3536.82,1852.1999999999998,1684.6200000000003,47.63092269326684,Medium
10175,33,100.0,9,5362.83,2003-11-06,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,N/A,London,N/A,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,11,4,November,Q4,2003-11,EMEA,5362.83,2910.6,2452.23,45.72641683588702,Medium
10183,28,100.0,1,3433.36,2003-11-13,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,N/A,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,2003,11,4,November,Q4,2003-11,NA,3433.36,2469.6,963.7600000000002,28.07046158864786,Medium
10194,26,100.0,4,4263.74,2003-11-25,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",N/A,Lyon,N/A,69004,France,EMEA,Saveley,Mary,Medium,2003,11,4,November,Q4,2003-11,EMEA,4263.74,2293.2,1970.54,46.21623269711568,Medium
10207,31,100.0,15,4076.19,2003-12-09,Shipped,4,12,2003,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,N/A,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,2003,12,4,December,Q4,2003-12,NA,4076.19,2734.2,1341.9900000000002,32.922655715263524,Medium
10217,48,100.0,4,7020.48,2004-02-04,Shipped,1,2,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Large,2004,2,1,February,Q1,2004-02,APAC,7020.48,4233.599999999999,2786.88,39.69643101326405,High
10229,50,100.0,9,6426.5,2004-03-11,Shipped,1,3,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2004,3,1,March,Q1,2004-03,NA,6426.5,4410.0,2016.5,31.377888430716567,High
10245,28,100.0,2,4591.72,2004-05-04,Shipped,2,5,2004,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,N/A,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,2004,5,2,May,Q2,2004-05,NA,4591.72,2469.6,2122.1200000000003,46.216232697115686,Medium
10259,26,100.0,12,4033.38,2004-06-15,Shipped,2,6,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,N/A,69045,Singapore,APAC,Victorino,Wendy,Medium,2004,6,2,June,Q2,2004-06,APAC,4033.38,2293.2,1740.1800000000003,43.14445948559273,Medium
10270,32,100.0,2,4302.08,2004-07-19,Shipped,3,7,2004,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,7,3,July,Q3,2004-07,APAC,4302.08,2822.4,1479.6799999999998,34.394525438857485,Medium
10281,44,100.0,9,7020.64,2004-08-19,Shipped,3,8,2004,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Large,2004,8,3,August,Q3,2004-08,NA,7020.64,3880.7999999999997,3139.8400000000006,44.722988217598406,High
10291,30,100.0,4,3855.9,2004-09-08,Shipped,3,9,2004,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2004,9,3,September,Q3,2004-09,EMEA,3855.9,2646.0,1209.9,31.377888430716567,Medium
10305,38,100.0,13,6680.78,2004-10-13,Shipped,4,10,2004,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,N/A,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,2004,10,4,October,Q4,2004-10,NA,6680.78,3351.6,3329.18,49.83220522154599,High
10313,40,100.0,7,6678.0,2004-10-22,Shipped,4,10,2004,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,N/A,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,2004,10,4,October,Q4,2004-10,NA,6678.0,3528.0,3150.0,47.16981132075472,High
10322,46,61.99,8,2851.54,2004-11-04,Shipped,4,11,2004,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2004,11,4,November,Q4,2004-11,NA,2851.54,4057.2,-1205.6599999999999,-42.28101306662364,Low
10334,26,100.0,2,3188.12,2004-11-19,On Hold,4,11,2004,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,N/A,Lule,N/A,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,2004,11,4,November,Q4,2004-11,EMEA,3188.12,2293.2,894.9200000000001,28.07046158864786,Medium
10347,27,100.0,2,4428.0,2004-11-29,Shipped,4,11,2004,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11,4,November,Q4,2004-11,APAC,4428.0,2381.4,2046.6,46.21951219512195,Medium
10357,43,100.0,9,5780.92,2004-12-10,Shipped,4,12,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2004,12,4,December,Q4,2004-12,NA,5780.92,3792.6,1988.3200000000002,34.394525438857485,Medium
10370,35,65.63,4,2297.05,2005-01-20,Shipped,1,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,1,1,January,Q1,2005-01,APAC,2297.05,3087.0,-789.9499999999998,-34.38976078013103,Low
10381,37,100.0,6,6231.54,2005-02-17,Shipped,1,2,2005,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Medium,2005,2,1,February,Q1,2005-02,NA,6231.54,3263.4,2968.14,47.63092269326683,High
10391,37,46.9,7,1735.3,2005-03-09,Shipped,1,3,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,3,1,March,Q1,2005-03,APAC,1735.3,3263.4,-1528.1000000000001,-88.05970149253733,Low
